city;area;rooms;bathroom;parking spaces;floor;animal;furniture;hoa (R$);property tax (R$);fire insurance (R$);rent amount (R$)
Porto Alegre;64;2;1;0;7;acept;furnished;650;57;30;2000
São Paulo;63;3;2;1;8;acept;not furnished;440;10;42;3300
Belo Horizonte;46;2;1;1;2;acept;not furnished;300;62;12;850
São Paulo;90;2;1;0;-;acept;not furnished;0;42;19;1199
São Paulo;573;4;5;7;-;acept;furnished;0;1974;211;14000
São Paulo;38;1;1;0;6;acept;not furnished;0;0;22;1680
Belo Horizonte;70;2;1;1;4;acept;furnished;600;125;20;1500
Belo Horizonte;23;1;1;0;2;not acept;not furnished;210;50;13;950
São Paulo;84;2;2;1;-;acept;not furnished;0;109;31;2000
Rio de Janeiro;40;1;1;1;11;not acept;furnished;575;128;33;2500
São Paulo;1600;4;5;12;-;acept;not furnished;1;5000;104;6900
Belo Horizonte;200;5;3;2;-;acept;not furnished;0;170;38;2300
São Paulo;100;3;2;0;-;acept;not furnished;0;172;46;3000
Porto Alegre;69;2;2;0;3;acept;not furnished;334;40;22;1500
São Paulo;92;3;2;2;4;acept;not furnished;0;179;36;2800
São Paulo;120;3;2;4;8;acept;not furnished;1365;398;58;4500
Belo Horizonte;90;3;2;2;7;not acept;not furnished;1080;348;34;2500
São Paulo;53;2;1;1;8;acept;furnished;720;67;42;3250
São Paulo;300;3;3;4;-;acept;not furnished;1;950;56;3700
São Paulo;65;2;2;2;21;acept;not furnished;650;234;41;3200
Belo Horizonte;269;4;3;2;-;acept;not furnished;0;357;81;4900
Campinas;130;3;2;1;7;acept;not furnished;1000;100;32;2500
São Paulo;248;3;4;4;9;acept;not furnished;4094;146;70;5500
Belo Horizonte;45;1;1;1;6;not acept;not furnished;251;101;18;1300
São Paulo;130;3;1;2;-;acept;not furnished;0;130;58;3800
Porto Alegre;75;2;1;0;10;acept;not furnished;600;60;17;1100
Rio de Janeiro;250;2;4;8;-;acept;not furnished;0;325;69;4500
São Paulo;35;1;1;1;7;acept;furnished;715;0;31;2370
Rio de Janeiro;130;3;3;1;13;acept;not furnished;1510;260;35;2700
São Paulo;30;1;1;0;6;acept;furnished;450;0;22;1700
São Paulo;200;3;4;3;8;acept;not furnished;1700;667;87;6800
São Paulo;40;1;1;0;1;acept;not furnished;0;155;12;900
Rio de Janeiro;113;3;1;0;3;acept;furnished;1500;385;52;4000
Rio de Janeiro;100;2;2;2;4;acept;not furnished;1439;233;71;5500
São Paulo;52;2;1;1;9;acept;not furnished;480;55;15;1150
São Paulo;34;1;1;1;4;not acept;not furnished;475;77;28;2200
São Paulo;73;3;2;3;2;acept;not furnished;1100;155;16;1250
Belo Horizonte;210;4;5;3;4;acept;not furnished;1635;606;70;5200
Campinas;219;4;5;2;4;acept;furnished;1954;472;49;3800
Belo Horizonte;70;3;2;1;4;acept;not furnished;370;113;22;1600
Porto Alegre;65;1;2;2;3;acept;not furnished;500;0;37;2500
São Paulo;52;1;1;0;3;not acept;furnished;218;0;10;2585
Campinas;80;2;1;1;6;not acept;not furnished;498;75;13;1000
Rio de Janeiro;74;2;1;1;10;acept;not furnished;701;34;23;1768
São Paulo;35;1;1;1;11;acept;not furnished;470;22;32;2500
Campinas;70;1;1;2;-;acept;not furnished;0;5;22;1450
Porto Alegre;193;4;3;4;-;acept;furnished;0;125;72;4000
São Paulo;50;1;1;0;-;acept;not furnished;0;45;11;700
Rio de Janeiro;55;2;2;1;5;not acept;not furnished;720;58;11;850
Campinas;44;1;1;0;8;acept;furnished;310;12;10;770
São Paulo;68;2;1;1;9;acept;not furnished;706;0;22;1700
Belo Horizonte;300;3;2;1;2;acept;not furnished;600;267;31;2300
Belo Horizonte;70;1;1;0;-;acept;not furnished;0;153;14;800
São Paulo;300;4;4;2;-;acept;not furnished;0;267;128;8500
Belo Horizonte;203;4;3;3;11;not acept;not furnished;2500;971;86;6400
São Paulo;45;2;2;0;-;not acept;not furnished;0;84;25;1650
São Paulo;240;3;4;3;8;acept;not furnished;2900;1225;89;7000
Porto Alegre;100;2;3;2;3;acept;furnished;350;100;38;2600
Porto Alegre;137;3;2;3;5;acept;not furnished;500;150;41;2800
São Paulo;61;2;2;1;1;acept;not furnished;885;130;26;2000
Porto Alegre;60;2;2;1;4;acept;not furnished;375;0;22;1500
São Paulo;13;1;1;0;1;acept;not furnished;0;5;28;2200
São Paulo;98;2;2;0;21;acept;furnished;1552;375;115;9000
São Paulo;138;2;3;2;22;acept;not furnished;1500;545;125;9800
Belo Horizonte;80;2;2;2;19;not acept;not furnished;950;501;60;4500
Belo Horizonte;30;1;1;0;2;acept;not furnished;0;25;7;525
São Paulo;63;2;2;2;10;not acept;furnished;783;24;26;2000
Belo Horizonte;95;2;3;2;4;not acept;not furnished;1389;415;60;4500
São Paulo;54;2;1;1;5;acept;furnished;600;192;14;1100
São Paulo;35;1;1;1;24;acept;furnished;540;140;27;2100
Porto Alegre;44;1;1;0;2;acept;furnished;316;49;17;1163
Rio de Janeiro;140;2;3;2;7;acept;not furnished;2400;667;84;6500
São Paulo;70;2;1;0;-;acept;not furnished;0;255;26;1700
Belo Horizonte;162;3;3;2;3;acept;not furnished;380;125;38;2800
São Paulo;420;4;4;4;19;acept;not furnished;4900;3700;141;11050
Belo Horizonte;147;4;5;3;3;acept;not furnished;1200;293;40;2975
Campinas;80;1;1;1;7;acept;not furnished;550;100;36;2800
Rio de Janeiro;89;2;2;2;4;acept;furnished;1744;266;51;3900
São Paulo;163;3;3;3;8;acept;furnished;1532;417;33;2550
São Paulo;42;1;1;1;5;acept;not furnished;330;107;27;2100
São Paulo;330;4;5;2;4;acept;not furnished;4400;1334;159;12500
São Paulo;70;1;1;1;2;acept;not furnished;300;157;16;1200
Rio de Janeiro;104;3;2;1;6;acept;not furnished;1077;134;33;2500
Rio de Janeiro;43;1;1;0;7;acept;not furnished;1;75;19;1400
São Paulo;67;2;1;1;2;acept;furnished;814;91;17;1300
São Paulo;450;4;5;6;4;acept;not furnished;6600;2600;126;9900
São Paulo;28;1;1;1;5;acept;not furnished;500;0;21;1580
São Paulo;46;1;1;1;12;not acept;furnished;1445;298;64;5000
São Paulo;34;1;1;1;7;acept;furnished;510;0;49;3800
São Paulo;33;1;1;1;11;not acept;furnished;1680;158;32;2500
Belo Horizonte;70;3;1;0;3;not acept;not furnished;275;104;16;1200
São Paulo;90;3;1;1;2;not acept;not furnished;600;0;31;2400
São Paulo;75;3;3;2;10;acept;not furnished;865;192;26;2000
Belo Horizonte;150;6;5;8;-;acept;not furnished;0;625;132;8000
São Paulo;300;3;3;3;-;acept;not furnished;0;250;53;3500
Porto Alegre;70;2;2;2;3;not acept;not furnished;700;67;28;1900
Rio de Janeiro;320;3;4;1;11;not acept;not furnished;2200;292;75;5800
Belo Horizonte;800;4;5;0;-;acept;not furnished;0;200;71;4275
São Paulo;400;4;7;4;-;acept;furnished;0;667;181;12000
São Paulo;288;3;3;3;8;acept;not furnished;3032;1295;43;3325
Rio de Janeiro;90;2;2;1;3;acept;not furnished;600;17;16;1200
São Paulo;209;4;4;3;7;not acept;not furnished;4300;1084;50;3900
São Paulo;55;2;1;1;6;acept;not furnished;653;11;27;2100
São Paulo;280;4;4;7;-;acept;furnished;890;278;61;4000
São Paulo;190;4;4;4;14;acept;not furnished;2000;1326;102;8000
São Paulo;20;1;1;0;3;acept;furnished;602;130;23;1800
São Paulo;294;3;6;3;-;acept;not furnished;0;512;37;2400
São Paulo;40;1;1;0;-;not acept;not furnished;0;17;12;780
São Paulo;60;2;1;1;3;acept;furnished;600;19;29;2230
São Paulo;400;4;3;2;-;acept;not furnished;0;400;43;3390
São Paulo;350;5;4;8;-;not acept;not furnished;0;762;136;9000
Belo Horizonte;68;3;2;1;2;acept;not furnished;150;76;12;900
Porto Alegre;40;1;1;1;-;acept;not furnished;0;15;18;960
São Paulo;220;3;4;3;1;acept;not furnished;2750;1040;74;5800
São Paulo;200;3;3;3;-;acept;not furnished;0;737;106;7000
Campinas;65;2;1;1;7;acept;not furnished;550;100;14;1100
São Paulo;225;4;3;2;-;acept;furnished;0;290;67;4400
São Paulo;55;1;1;1;4;not acept;furnished;812;0;41;3200
São Paulo;100;2;2;1;-;acept;not furnished;0;125;43;2800
São Paulo;116;4;3;2;8;acept;not furnished;1040;330;31;2400
Rio de Janeiro;59;2;1;0;7;not acept;furnished;1400;244;65;5000
São Paulo;380;3;2;3;5;acept;not furnished;3200;917;191;15000
São Paulo;175;4;3;3;3;acept;furnished;1750;850;165;13000
São Paulo;37;1;1;1;11;acept;furnished;800;0;36;2800
São Paulo;34;1;1;1;2;not acept;not furnished;490;77;23;1750
Rio de Janeiro;58;1;1;1;11;acept;not furnished;650;56;14;1050
São Paulo;72;3;1;1;2;acept;not furnished;461;0;21;1600
Belo Horizonte;135;4;2;2;2;acept;not furnished;950;294;51;3800
Rio de Janeiro;164;4;3;2;5;acept;not furnished;1500;412;65;5000
São Paulo;190;3;3;2;-;acept;not furnished;0;392;103;6800
Rio de Janeiro;110;3;1;0;7;acept;furnished;950;167;33;2530
São Paulo;80;2;2;2;-;acept;furnished;1000;0;70;5500
Rio de Janeiro;90;3;2;1;5;acept;not furnished;973;30;20;1500
Porto Alegre;54;2;1;1;2;acept;not furnished;150;100;14;900
Rio de Janeiro;100;3;2;1;6;acept;not furnished;1300;180;49;3800
Porto Alegre;37;1;1;0;1;acept;not furnished;270;23;10;650
São Paulo;51;1;2;1;3;not acept;furnished;1062;27;27;2100
Campinas;62;2;1;1;-;acept;not furnished;370;12;14;1100
São Paulo;70;2;2;2;7;not acept;furnished;1726;341;51;3950
Rio de Janeiro;63;2;1;0;4;acept;not furnished;600;0;15;1110
São Paulo;127;3;2;1;10;acept;not furnished;1393;172;78;6156
São Paulo;230;4;3;2;2;acept;not furnished;3200;917;127;10000
Campinas;102;3;3;1;9;acept;not furnished;1100;105;20;1500
São Paulo;65;2;2;1;11;acept;furnished;564;0;22;1679
Rio de Janeiro;67;2;1;0;2;acept;not furnished;590;57;20;1500
Porto Alegre;56;1;1;0;2;acept;not furnished;300;34;11;700
São Paulo;172;3;3;2;14;acept;furnished;2100;834;89;7000
Porto Alegre;60;2;1;1;-;acept;not furnished;0;0;10;540
São Paulo;80;2;2;1;8;not acept;furnished;1000;250;58;4500
Campinas;156;4;5;3;3;not acept;not furnished;1950;200;12;935
Campinas;70;1;1;1;11;not acept;not furnished;365;40;16;1200
Rio de Janeiro;125;3;2;0;4;acept;not furnished;950;243;71;5500
Belo Horizonte;90;2;2;2;14;not acept;not furnished;950;304;35;2600
São Paulo;50;2;1;0;-;not acept;not furnished;0;80;17;1100
Rio de Janeiro;260;4;3;1;11;acept;furnished;2585;1052;71;5500
São Paulo;249;4;2;2;-;acept;not furnished;0;57;65;4300
São Paulo;179;3;5;0;11;acept;furnished;2000;975;184;14500
São Paulo;16;1;1;0;8;not acept;not furnished;320;0;28;2200
Belo Horizonte;350;7;5;5;-;acept;not furnished;0;0;148;9000
Rio de Janeiro;28;1;1;0;21;acept;not furnished;400;75;30;2285
São Paulo;102;3;2;2;1;acept;not furnished;1300;340;25;1900
São Paulo;31;1;1;0;6;acept;not furnished;200;84;34;2614
São Paulo;480;4;6;3;-;acept;not furnished;0;500;151;10000
São Paulo;290;4;4;4;1;acept;not furnished;4900;1659;13;1000
São Paulo;35;1;1;1;12;not acept;furnished;1170;242;28;2200
São Paulo;24;1;1;0;2;not acept;not furnished;500;0;18;1420
Porto Alegre;70;2;1;1;2;acept;furnished;100;100;20;1360
Rio de Janeiro;55;2;1;1;9;not acept;not furnished;800;39;20;1500
Belo Horizonte;120;3;1;1;2;acept;not furnished;900;183;40;3000
São Paulo;160;3;3;1;11;acept;not furnished;1809;250;43;3370
Campinas;47;1;1;1;9;acept;not furnished;470;43;8;600
São Paulo;95;3;2;2;1;acept;not furnished;1100;209;21;1600
Belo Horizonte;300;4;3;3;3;acept;not furnished;1400;469;100;7500
Belo Horizonte;210;4;3;3;3;acept;not furnished;360;150;44;3300
Porto Alegre;45;1;1;1;18;not acept;not furnished;450;100;30;2000
São Paulo;87;2;1;1;5;acept;not furnished;800;46;16;1220
São Paulo;250;4;4;2;17;acept;furnished;2600;500;77;6000
São Paulo;82;3;2;2;2;acept;not furnished;1100;159;20;1500
Campinas;93;3;2;2;4;acept;not furnished;1459;191;30;2300
São Paulo;142;3;4;3;2;acept;not furnished;1200;500;77;6000
Campinas;74;3;2;1;17;acept;not furnished;706;100;14;1040
Porto Alegre;36;1;1;0;4;not acept;furnished;277;87;19;1290
São Paulo;33;1;1;0;14;acept;not furnished;500;0;51;3999
Rio de Janeiro;80;2;1;0;10;not acept;not furnished;700;98;13;1000
Porto Alegre;90;2;1;1;2;acept;furnished;220;53;20;1350
São Paulo;195;2;3;3;15;acept;furnished;2600;250;117;9200
São Paulo;186;3;2;2;5;acept;not furnished;1473;185;28;2200
São Paulo;275;4;4;3;9;acept;not furnished;3300;1250;87;6800
Belo Horizonte;230;4;4;5;13;acept;not furnished;2500;1900;100;7500
Porto Alegre;42;1;1;1;11;acept;not furnished;372;0;40;2700
Rio de Janeiro;388;4;4;1;2;not acept;not furnished;6047;104;194;15000
São Paulo;94;3;3;2;1;acept;not furnished;750;0;31;2433
São Paulo;260;4;2;2;3;acept;not furnished;1715;594;77;6000
Campinas;65;3;2;1;2;not acept;not furnished;620;60;14;1100
Rio de Janeiro;76;2;1;0;5;acept;not furnished;767;57;17;1280
São Paulo;131;4;4;3;1;not acept;furnished;2100;818;77;6000
São Paulo;225;3;3;4;6;acept;furnished;1360;750;134;10500
Belo Horizonte;71;3;2;2;4;acept;not furnished;660;149;13;970
Belo Horizonte;201;4;4;3;2;acept;not furnished;1651;852;71;5300
Rio de Janeiro;570;3;6;2;11;acept;not furnished;3000;334;181;14000
Porto Alegre;53;2;2;1;3;acept;not furnished;360;59;19;1275
Belo Horizonte;240;4;5;3;4;acept;not furnished;912;350;47;3500
Rio de Janeiro;50;1;1;0;2;acept;not furnished;0;100;35;2700
Porto Alegre;68;2;2;1;2;acept;not furnished;400;82;27;1800
São Paulo;54;1;1;1;13;not acept;furnished;679;359;64;5000
São Paulo;178;2;3;4;1;not acept;not furnished;3145;903;32;2500
Porto Alegre;50;1;1;0;3;acept;not furnished;0;0;17;1100
São Paulo;212;4;3;6;-;acept;furnished;0;237;45;2983
São Paulo;380;4;6;4;7;acept;not furnished;3570;1193;63;4900
São Paulo;138;2;2;1;11;acept;furnished;1000;89;89;7000
Belo Horizonte;180;4;3;3;4;not acept;not furnished;1947;407;56;4200
Porto Alegre;43;1;1;1;4;acept;not furnished;360;82;12;800
Rio de Janeiro;48;1;1;1;6;acept;furnished;0;0;37;2800
Rio de Janeiro;180;3;3;0;7;acept;furnished;916;378;98;7600
Campinas;70;1;2;1;6;acept;furnished;1500;0;32;2500
Porto Alegre;155;2;2;2;5;acept;not furnished;450;94;34;2300
São Paulo;262;3;4;4;8;acept;not furnished;4844;2050;191;15000
São Paulo;25;1;1;1;25;acept;not furnished;331;64;27;2100
São Paulo;50;3;1;1;4;not acept;not furnished;852;126;32;2500
São Paulo;108;3;2;1;14;acept;not furnished;1714;127;64;5000
São Paulo;170;3;2;1;14;acept;furnished;1700;85;58;4500
São Paulo;60;1;1;0;-;acept;not furnished;0;34;16;1000
São Paulo;78;3;2;2;10;acept;not furnished;650;117;31;2400
Belo Horizonte;170;3;2;0;-;acept;not furnished;0;320;82;5000
Rio de Janeiro;20;1;1;0;2;acept;not furnished;0;0;8;600
Porto Alegre;500;5;4;4;4;not acept;not furnished;2000;1250;59;4000
São Paulo;248;3;4;4;2;acept;not furnished;3163;966;178;14000
São Paulo;145;3;3;2;7;acept;not furnished;1400;0;70;5500
São Paulo;50;1;1;1;10;not acept;furnished;1436;359;99;7800
Porto Alegre;44;1;2;0;3;acept;not furnished;140;10;20;1350
São Paulo;200;3;2;2;-;acept;not furnished;0;250;68;4500
Belo Horizonte;58;2;2;1;5;acept;not furnished;400;99;14;999
São Paulo;280;3;4;4;4;acept;not furnished;5000;1500;191;15000
São Paulo;52;1;1;1;7;acept;furnished;1500;292;39;3000
São Paulo;271;3;3;2;-;acept;not furnished;0;959;121;8000
São Paulo;223;4;4;7;-;acept;not furnished;0;1169;83;5500
São Paulo;263;4;5;4;21;acept;not furnished;2900;1588;159;12500
Porto Alegre;157;4;3;1;12;acept;furnished;1150;169;52;3500
São Paulo;323;5;5;3;-;acept;not furnished;0;582;73;4800
São Paulo;80;2;2;1;-;not acept;not furnished;0;0;10;2188
São Paulo;70;2;2;2;1;acept;furnished;858;449;77;6000
Belo Horizonte;74;3;2;1;1;acept;not furnished;450;92;14;1000
Belo Horizonte;66;3;1;2;3;acept;not furnished;250;73;15;1100
São Paulo;80;2;1;1;6;acept;not furnished;800;0;17;1275
Porto Alegre;100;3;2;2;-;acept;not furnished;0;125;54;3000
São Paulo;218;4;4;2;1;acept;not furnished;2250;692;70;5500
Rio de Janeiro;73;2;1;1;4;acept;not furnished;625;119;16;1200
Rio de Janeiro;230;4;2;2;1;acept;furnished;4000;1839;168;13000
São Paulo;80;3;5;2;4;not acept;not furnished;3460;1000;153;12000
Belo Horizonte;180;3;3;3;4;acept;not furnished;331;227;56;4200
Rio de Janeiro;85;3;2;1;15;acept;not furnished;710;264;33;2500
São Paulo;37;1;1;0;-;not acept;not furnished;0;75;14;900
Porto Alegre;65;2;1;0;3;acept;not furnished;140;21;15;985
São Paulo;440;4;3;2;3;acept;not furnished;4200;1702;102;8000
Rio de Janeiro;57;2;1;0;1;acept;not furnished;100;0;20;1530
São Paulo;74;3;2;1;6;acept;not furnished;513;100;22;1715
São Paulo;180;3;4;3;12;acept;not furnished;2047;902;23;1800
São Paulo;198;3;3;0;14;acept;not furnished;2070;715;77;6000
Rio de Janeiro;170;3;4;3;3;acept;not furnished;2000;757;65;5000
São Paulo;240;3;4;3;7;acept;furnished;4000;1167;108;8500
São Paulo;59;2;2;0;5;not acept;not furnished;754;25;26;1990
São Paulo;525;5;4;4;-;acept;not furnished;0;2167;126;8330
São Paulo;226;4;4;4;2;acept;not furnished;2850;2488;39;3000
São Paulo;60;2;2;2;-;acept;not furnished;170;67;30;1950
Porto Alegre;43;2;1;0;6;not acept;not furnished;382;42;23;1570
São Paulo;158;4;4;3;3;acept;not furnished;2100;375;84;6600
Porto Alegre;42;1;1;1;3;acept;furnished;162;17;21;1400
São Paulo;50;1;1;0;-;not acept;not furnished;0;34;19;1250
Belo Horizonte;66;2;1;1;13;acept;not furnished;385;26;8;550
São Paulo;39;1;1;1;24;not acept;furnished;600;125;54;4200
São Paulo;64;1;2;1;4;acept;furnished;850;185;47;3700
São Paulo;70;3;2;0;-;acept;not furnished;0;60;23;1500
São Paulo;30;1;1;1;9;acept;not furnished;1;0;25;1930
São Paulo;135;3;3;0;1;not acept;not furnished;1400;167;49;3810
São Paulo;170;3;2;1;5;acept;not furnished;860;110;83;6500
Rio de Janeiro;120;3;2;1;3;acept;not furnished;1700;334;97;7500
Belo Horizonte;92;2;1;0;-;acept;not furnished;0;60;20;1200
Belo Horizonte;183;4;4;4;8;acept;not furnished;1695;803;124;9300
São Paulo;210;3;3;2;15;not acept;furnished;3500;834;110;8667
Rio de Janeiro;30;1;1;0;8;acept;not furnished;456;94;12;900
Campinas;119;3;3;2;14;acept;not furnished;663;133;70;5500
Rio de Janeiro;298;5;3;2;3;acept;not furnished;2200;417;53;4100
Belo Horizonte;260;3;2;4;-;acept;not furnished;0;268;43;2600
Belo Horizonte;201;4;4;4;7;acept;not furnished;1800;113;98;7300
São Paulo;200;3;4;4;-;not acept;not furnished;0;400;61;4000
São Paulo;60;2;1;1;7;acept;furnished;785;112;49;3800
Rio de Janeiro;70;2;1;1;-;acept;not furnished;300;59;31;2000
São Paulo;135;3;2;1;21;acept;furnished;950;77;96;7500
São Paulo;336;6;2;3;-;acept;not furnished;0;1125;96;6350
São Paulo;300;3;4;6;-;acept;not furnished;0;167;49;3200
Rio de Janeiro;600;5;5;4;12;acept;not furnished;4300;1585;104;8000
São Paulo;60;3;3;2;-;acept;not furnished;0;273;41;2700
São Paulo;254;3;4;4;1;not acept;furnished;3100;930;89;7000
São Paulo;210;3;5;4;6;acept;furnished;3301;960;151;11900
São Paulo;178;3;4;2;4;not acept;not furnished;2450;834;127;10000
São Paulo;45;1;1;0;-;not acept;not furnished;0;34;16;1000
Rio de Janeiro;70;3;1;0;3;acept;not furnished;474;138;10;750
São Paulo;181;4;5;3;5;acept;not furnished;2100;579;33;2600
Belo Horizonte;72;2;2;1;4;acept;not furnished;370;90;23;1700
São Paulo;60;2;2;1;21;acept;furnished;1600;142;71;5550
São Paulo;55;2;1;1;3;acept;not furnished;496;0;23;1800
São Paulo;94;1;2;2;2;not acept;furnished;1356;384;165;13000
Rio de Janeiro;210;3;2;1;6;acept;not furnished;3200;700;182;14080
São Paulo;37;1;1;1;21;acept;not furnished;541;50;51;4000
São Paulo;41;2;1;0;16;acept;not furnished;270;0;16;1200
São Paulo;240;3;4;3;1;acept;furnished;5100;1834;140;11000
Porto Alegre;70;2;1;0;12;acept;not furnished;500;84;17;1105
Belo Horizonte;55;3;1;1;3;not acept;not furnished;199;42;11;800
Rio de Janeiro;150;3;1;0;3;acept;not furnished;450;0;20;1500
Rio de Janeiro;55;2;2;1;13;acept;not furnished;500;30;18;1330
São Paulo;390;3;3;2;-;acept;furnished;0;650;113;7500
Porto Alegre;73;3;2;1;1;acept;not furnished;354;84;26;1777
Campinas;57;1;1;1;2;acept;not furnished;690;131;33;2600
Rio de Janeiro;93;3;1;0;-;acept;not furnished;400;70;20;1500
Rio de Janeiro;88;2;2;2;3;acept;not furnished;957;430;33;2500
São Paulo;330;4;6;3;7;acept;not furnished;5457;2475;191;15000
São Paulo;130;3;3;2;1;acept;furnished;1150;255;30;2350
São Paulo;170;4;3;2;15;not acept;furnished;3000;770;127;10000
São Paulo;220;3;4;4;2;acept;not furnished;3167;1084;70;5500
São Paulo;59;2;1;1;6;acept;not furnished;600;0;21;1600
São Paulo;500;4;4;3;-;acept;not furnished;0;988;163;10800
Rio de Janeiro;70;3;2;0;1;acept;not furnished;0;50;20;1500
Rio de Janeiro;55;1;1;1;5;not acept;not furnished;538;25;17;1250
Belo Horizonte;35;1;1;1;5;acept;furnished;600;100;15;1080
São Paulo;33;1;1;1;12;acept;furnished;565;123;41;3200
Belo Horizonte;80;3;2;1;1;acept;not furnished;280;97;16;1200
Belo Horizonte;2000;4;2;3;-;acept;not furnished;0;200;82;4956
São Paulo;60;1;1;1;20;not acept;furnished;490;131;42;3250
Porto Alegre;48;2;1;0;1;acept;not furnished;400;36;14;950
Campinas;53;1;1;1;13;acept;not furnished;494;34;9;650
São Paulo;96;3;1;1;10;acept;not furnished;1140;0;36;2800
São Paulo;25;1;1;0;2;not acept;furnished;0;0;23;1750
São Paulo;23;1;1;1;26;acept;not furnished;520;59;30;2300
São Paulo;83;1;1;1;15;not acept;furnished;4000;255;77;6000
Rio de Janeiro;25;1;1;0;1;acept;not furnished;50;0;10;700
São Paulo;45;1;1;1;10;not acept;furnished;1600;177;23;1800
Porto Alegre;70;2;2;2;12;acept;not furnished;500;0;27;1800
São Paulo;80;1;1;0;-;acept;not furnished;0;1;19;1200
São Paulo;78;1;1;0;2;acept;not furnished;420;25;32;2522
Belo Horizonte;45;1;1;0;1;not acept;not furnished;0;8;15;1100
São Paulo;43;1;1;0;5;acept;furnished;1195;220;9;680
São Paulo;250;5;4;5;6;acept;not furnished;2300;800;36;2800
